,Open,High,Low,Close,Adj Close,Volume,Date,company
0,35.77,36.360001,33.099998,33.610001,33.610001,83300.0,2021-07-06T00:00:00,ANIP
1,33.549999,33.849998,32.959999,33.299999,33.299999,53300.0,2021-07-07T00:00:00,ANIP
2,32.779999,33.32,32.0,33.139999,33.139999,42300.0,2021-07-08T00:00:00,ANIP
3,33.599998,34.919998,33.299999,33.34,33.34,22100.0,2021-07-09T00:00:00,ANIP
4,33.139999,34.66,32.880001,34.119999,34.119999,64800.0,2021-07-12T00:00:00,ANIP
5,33.849998,34.220001,33.02,33.580002,33.580002,56000.0,2021-07-13T00:00:00,ANIP
6,33.880001,33.880001,33.02,33.110001,33.110001,38600.0,2021-07-14T00:00:00,ANIP
7,32.82,33.139999,32.549999,32.98,32.98,51300.0,2021-07-15T00:00:00,ANIP
8,33.349998,33.349998,32.310001,32.75,32.75,66600.0,2021-07-16T00:00:00,ANIP
9,32.07,32.990002,32.0,32.689999,32.689999,58600.0,2021-07-19T00:00:00,ANIP
10,32.73,33.619999,32.490002,33.189999,33.189999,55100.0,2021-07-20T00:00:00,ANIP
11,33.57,33.98,33.310001,33.630001,33.630001,26100.0,2021-07-21T00:00:00,ANIP
12,33.43,33.700001,32.580002,33.27,33.27,48900.0,2021-07-22T00:00:00,ANIP
13,33.389999,33.419998,32.610001,33.130001,33.130001,31700.0,2021-07-23T00:00:00,ANIP
14,33.380001,34.0,33.259998,33.279999,33.279999,35700.0,2021-07-26T00:00:00,ANIP
15,33.349998,33.349998,32.450001,32.700001,32.700001,27900.0,2021-07-27T00:00:00,ANIP
16,32.799999,34.040001,32.419998,33.360001,33.360001,33900.0,2021-07-28T00:00:00,ANIP
17,34.689999,34.689999,31.49,33.040001,33.040001,112400.0,2021-07-29T00:00:00,ANIP
18,33.0,34.189999,29.700001,33.93,33.93,137400.0,2021-07-30T00:00:00,ANIP
19,34.009998,34.09,33.099998,33.369999,33.369999,46000.0,2021-08-02T00:00:00,ANIP
20,33.369999,34.200001,33.0,34.009998,34.009998,51500.0,2021-08-03T00:00:00,ANIP
21,33.630001,33.66,32.259998,32.669998,32.669998,50800.0,2021-08-04T00:00:00,ANIP
22,32.720001,33.349998,32.099998,33.34,33.34,30800.0,2021-08-05T00:00:00,ANIP
23,32.93,33.599998,32.25,33.060001,33.060001,44500.0,2021-08-06T00:00:00,ANIP
24,32.599998,32.720001,30.299999,30.700001,30.700001,100000.0,2021-08-09T00:00:00,ANIP
25,30.92,30.959999,30.1,30.540001,30.540001,76600.0,2021-08-10T00:00:00,ANIP
26,30.450001,30.639999,30.0,30.51,30.51,42300.0,2021-08-11T00:00:00,ANIP
27,30.360001,30.67,30.110001,30.26,30.26,33200.0,2021-08-12T00:00:00,ANIP
28,30.450001,30.74,29.969999,30.049999,30.049999,40600.0,2021-08-13T00:00:00,ANIP
29,29.790001,30.35,29.219999,29.25,29.25,61600.0,2021-08-16T00:00:00,ANIP
30,29.030001,29.219999,28.17,28.5,28.5,39300.0,2021-08-17T00:00:00,ANIP
31,28.459999,29.030001,27.389999,27.860001,27.860001,51400.0,2021-08-18T00:00:00,ANIP
32,27.629999,27.9,26.1,26.48,26.48,120700.0,2021-08-19T00:00:00,ANIP
33,26.35,28.299999,26.15,27.959999,27.959999,56500.0,2021-08-20T00:00:00,ANIP
34,28.35,30.0,28.35,29.389999,29.389999,50000.0,2021-08-23T00:00:00,ANIP
35,29.799999,29.799999,28.879999,29.0,29.0,66200.0,2021-08-24T00:00:00,ANIP
36,29.110001,29.360001,27.700001,28.07,28.07,44300.0,2021-08-25T00:00:00,ANIP
37,28.93,28.940001,27.48,27.48,27.48,38000.0,2021-08-26T00:00:00,ANIP
38,27.68,28.360001,27.68,27.959999,27.959999,45500.0,2021-08-27T00:00:00,ANIP
39,28.0,28.25,27.209999,27.4,27.4,30100.0,2021-08-30T00:00:00,ANIP
40,28.75,30.99,28.75,30.33,30.33,127900.0,2021-08-31T00:00:00,ANIP
41,30.110001,30.98,29.200001,30.68,30.68,115800.0,2021-09-01T00:00:00,ANIP
42,30.780001,31.139999,28.809999,30.65,30.65,46300.0,2021-09-02T00:00:00,ANIP
43,30.719999,30.719999,29.42,29.5,29.5,35900.0,2021-09-03T00:00:00,ANIP
44,29.41,29.610001,28.51,28.59,28.59,38900.0,2021-09-07T00:00:00,ANIP
45,28.58,28.66,28.02,28.200001,28.200001,31300.0,2021-09-08T00:00:00,ANIP
46,28.15,28.76,27.77,28.48,28.48,40300.0,2021-09-09T00:00:00,ANIP
47,28.66,28.66,27.389999,27.440001,27.440001,27700.0,2021-09-10T00:00:00,ANIP
48,27.66,28.34,27.219999,28.219999,28.219999,35000.0,2021-09-13T00:00:00,ANIP
49,28.42,28.42,27.15,27.469999,27.469999,51500.0,2021-09-14T00:00:00,ANIP
50,27.469999,27.870001,26.790001,27.389999,27.389999,49500.0,2021-09-15T00:00:00,ANIP
51,27.35,27.98,26.57,27.98,27.98,47800.0,2021-09-16T00:00:00,ANIP
52,28.16,29.35,27.77,28.889999,28.889999,298600.0,2021-09-17T00:00:00,ANIP
53,28.360001,29.49,28.360001,29.299999,29.299999,65300.0,2021-09-20T00:00:00,ANIP
54,29.58,30.68,29.24,30.1,30.1,50700.0,2021-09-21T00:00:00,ANIP
55,30.26,30.76,30.08,30.09,30.09,32900.0,2021-09-22T00:00:00,ANIP
56,30.34,31.98,30.34,31.799999,31.799999,54400.0,2021-09-23T00:00:00,ANIP
57,31.360001,32.169998,30.709999,31.950001,31.950001,88000.0,2021-09-24T00:00:00,ANIP
58,32.049999,32.77,31.620001,31.860001,31.860001,53700.0,2021-09-27T00:00:00,ANIP
59,31.879999,33.200001,31.620001,32.799999,32.799999,77200.0,2021-09-28T00:00:00,ANIP
60,33.0,34.0,31.91,33.98,33.98,58400.0,2021-09-29T00:00:00,ANIP
61,34.0,34.220001,32.700001,32.82,32.82,40800.0,2021-09-30T00:00:00,ANIP
62,32.860001,34.0,32.299999,33.580002,33.580002,78400.0,2021-10-01T00:00:00,ANIP
63,33.52,33.650002,32.139999,32.970001,32.970001,39200.0,2021-10-04T00:00:00,ANIP
64,33.189999,33.709999,33.049999,33.310001,33.310001,40600.0,2021-10-05T00:00:00,ANIP
65,33.110001,34.5,33.110001,34.27,34.27,57900.0,2021-10-06T00:00:00,ANIP
66,34.5,35.900002,34.389999,35.599998,35.599998,66700.0,2021-10-07T00:00:00,ANIP
67,35.740002,37.419998,35.740002,37.16,37.16,70400.0,2021-10-08T00:00:00,ANIP
68,37.169998,38.299999,36.68,37.32,37.32,55700.0,2021-10-11T00:00:00,ANIP
69,37.189999,37.98,35.040001,36.759998,36.759998,33000.0,2021-10-12T00:00:00,ANIP
70,36.560001,38.360001,36.48,38.16,38.16,47000.0,2021-10-13T00:00:00,ANIP
71,38.5,38.889999,37.189999,37.720001,37.720001,69000.0,2021-10-14T00:00:00,ANIP
72,38.279999,38.75,37.689999,38.540001,38.540001,57600.0,2021-10-15T00:00:00,ANIP
73,38.669998,39.369999,37.650002,37.77,37.77,54000.0,2021-10-18T00:00:00,ANIP
74,37.759998,38.130001,37.060001,38.029999,38.029999,42000.0,2021-10-19T00:00:00,ANIP
75,38.139999,38.48,37.73,37.860001,37.860001,25500.0,2021-10-20T00:00:00,ANIP
76,37.91,38.130001,37.48,37.82,37.82,45100.0,2021-10-21T00:00:00,ANIP
77,37.630001,37.630001,36.18,36.860001,36.860001,63800.0,2021-10-22T00:00:00,ANIP
78,36.889999,38.150002,36.529999,38.080002,38.080002,49900.0,2021-10-25T00:00:00,ANIP
79,38.169998,39.389999,37.509998,38.540001,38.540001,94300.0,2021-10-26T00:00:00,ANIP
80,38.490002,38.619999,36.25,37.060001,37.060001,58800.0,2021-10-27T00:00:00,ANIP
81,37.450001,38.68,37.450001,38.68,38.68,62600.0,2021-10-28T00:00:00,ANIP
82,38.860001,39.450001,37.209999,37.380001,37.380001,83700.0,2021-10-29T00:00:00,ANIP
83,42.459999,60.23,42.110001,55.889999,55.889999,4244200.0,2021-11-01T00:00:00,ANIP
84,55.419998,57.040001,52.490002,56.849998,56.849998,508500.0,2021-11-02T00:00:00,ANIP
85,55.82,58.900002,55.82,56.66,56.66,284200.0,2021-11-03T00:00:00,ANIP
86,52.380001,52.490002,49.490002,50.0,50.0,1477300.0,2021-11-04T00:00:00,ANIP
87,51.040001,51.700001,49.990002,50.02,50.02,222100.0,2021-11-05T00:00:00,ANIP
88,50.009998,50.93,49.27,50.080002,50.080002,261500.0,2021-11-08T00:00:00,ANIP
