,Open,High,Low,Close,Adj Close,Volume,Date,company
0,53.18,53.18,51.459999,52.599998,52.176815,1318800.0,2021-07-06T00:00:00,CAKE
1,52.360001,52.450001,50.0,50.470001,50.063953,1230400.0,2021-07-07T00:00:00,CAKE
2,49.5,50.349998,48.849998,49.450001,49.052158,1270300.0,2021-07-08T00:00:00,CAKE
3,50.400002,51.970001,50.110001,51.66,51.244377,667500.0,2021-07-09T00:00:00,CAKE
4,53.02,53.970001,52.529999,53.779999,53.347321,1275400.0,2021-07-12T00:00:00,CAKE
5,53.150002,53.970001,52.330002,53.200001,52.771992,784600.0,2021-07-13T00:00:00,CAKE
6,53.43,54.200001,52.290001,52.450001,52.028023,791200.0,2021-07-14T00:00:00,CAKE
7,52.080002,52.200001,50.290001,51.16,50.748402,713800.0,2021-07-15T00:00:00,CAKE
8,51.689999,52.080002,49.540001,49.849998,49.44894,660500.0,2021-07-16T00:00:00,CAKE
9,48.139999,48.34,46.529999,46.959999,46.582191,1322900.0,2021-07-19T00:00:00,CAKE
10,47.23,50.439999,47.049999,50.119999,49.716766,1735300.0,2021-07-20T00:00:00,CAKE
11,50.380001,52.540001,50.380001,51.790001,51.373333,901600.0,2021-07-21T00:00:00,CAKE
12,51.450001,52.18,50.619999,51.950001,51.532047,963400.0,2021-07-22T00:00:00,CAKE
13,52.27,52.790001,51.299999,51.790001,51.373333,722000.0,2021-07-23T00:00:00,CAKE
14,51.82,54.580002,51.82,54.52,54.081371,1862400.0,2021-07-26T00:00:00,CAKE
15,54.080002,55.310001,53.5,55.009998,54.567425,1812000.0,2021-07-27T00:00:00,CAKE
16,51.0,51.34,47.75,47.75,47.365837,6096800.0,2021-07-28T00:00:00,CAKE
17,48.110001,48.970001,47.060001,47.740002,47.355919,2226700.0,2021-07-29T00:00:00,CAKE
18,47.23,48.23,45.189999,45.259998,44.895866,2919800.0,2021-07-30T00:00:00,CAKE
19,45.73,46.43,45.07,45.139999,44.776833,1521500.0,2021-08-02T00:00:00,CAKE
20,45.0,45.049999,42.290001,43.560001,43.209549,2436900.0,2021-08-03T00:00:00,CAKE
21,43.049999,43.380001,42.380001,43.02,42.673889,1336700.0,2021-08-04T00:00:00,CAKE
22,43.130001,44.189999,42.869999,44.130001,43.77496,1245100.0,2021-08-05T00:00:00,CAKE
23,44.389999,44.919998,43.189999,43.68,43.328583,903500.0,2021-08-06T00:00:00,CAKE
