,Open,High,Low,Close,Adj Close,Volume,Date,company
0,32.330002,32.459999,30.889999,31.129999,30.510788,275200.0,2021-07-06T00:00:00,AAN
1,30.74,31.469999,30.424999,30.73,30.118746,591900.0,2021-07-07T00:00:00,AAN
2,30.01,30.9,28.969999,29.83,29.236647,544200.0,2021-07-08T00:00:00,AAN
3,30.200001,30.93,29.889999,30.799999,30.187349,315500.0,2021-07-09T00:00:00,AAN
4,30.709999,31.280001,30.299999,30.950001,30.334368,316800.0,2021-07-12T00:00:00,AAN
5,30.559999,30.73,29.215,29.4,28.815199,289700.0,2021-07-13T00:00:00,AAN
6,29.370001,29.899,28.629999,28.73,28.158525,249100.0,2021-07-14T00:00:00,AAN
7,28.59,28.99,27.9,27.98,27.423447,375000.0,2021-07-15T00:00:00,AAN
8,28.309999,29.190001,28.01,28.17,27.609667,255900.0,2021-07-16T00:00:00,AAN
9,27.290001,28.15,27.049999,27.370001,26.825583,280700.0,2021-07-19T00:00:00,AAN
10,27.48,29.09,27.07,28.540001,27.972307,358400.0,2021-07-20T00:00:00,AAN
11,28.799999,29.65,28.545,28.98,28.403553,224600.0,2021-07-21T00:00:00,AAN
12,28.51,28.700001,27.58,27.799999,27.247026,188100.0,2021-07-22T00:00:00,AAN
13,27.860001,28.0,26.700001,27.290001,26.747171,361100.0,2021-07-23T00:00:00,AAN
14,27.65,28.219999,27.0,27.719999,27.168613,503500.0,2021-07-26T00:00:00,AAN
15,30.6,30.75,28.334999,30.129999,29.53068,653100.0,2021-07-27T00:00:00,AAN
16,30.559999,30.559999,28.540001,28.639999,28.070316,408000.0,2021-07-28T00:00:00,AAN
17,28.99,29.594999,28.48,28.52,27.952705,583600.0,2021-07-29T00:00:00,AAN
18,28.5,29.219999,28.5,28.870001,28.295744,234000.0,2021-07-30T00:00:00,AAN
19,29.040001,29.790001,28.75,28.790001,28.217335,253900.0,2021-08-02T00:00:00,AAN
20,28.950001,29.549999,28.620001,29.200001,28.619179,278900.0,2021-08-03T00:00:00,AAN
21,28.639999,29.34,27.469999,27.610001,27.060806,168500.0,2021-08-04T00:00:00,AAN
22,28.07,28.450001,27.73,27.959999,27.403843,226600.0,2021-08-05T00:00:00,AAN
23,28.18,28.48,27.6,27.65,27.10001,135700.0,2021-08-06T00:00:00,AAN
24,27.459999,27.610001,26.9,26.98,26.443335,240900.0,2021-08-09T00:00:00,AAN
25,26.879999,28.1,26.84,27.860001,27.305834,218400.0,2021-08-10T00:00:00,AAN
26,27.860001,28.709999,27.790001,28.67,28.09972,276000.0,2021-08-11T00:00:00,AAN
27,28.84,29.67,28.280001,29.459999,28.874004,292500.0,2021-08-12T00:00:00,AAN
28,29.34,30.25,29.190001,29.24,28.658382,321400.0,2021-08-13T00:00:00,AAN
29,28.860001,29.200001,27.77,27.799999,27.247026,212400.0,2021-08-16T00:00:00,AAN
30,27.610001,28.219999,27.309999,27.799999,27.247026,381100.0,2021-08-17T00:00:00,AAN
31,27.57,29.02,27.57,28.23,27.668472,247300.0,2021-08-18T00:00:00,AAN
32,27.85,28.73,27.700001,28.299999,27.737078,349100.0,2021-08-19T00:00:00,AAN
33,28.209999,29.0,27.945,28.110001,27.550859,402800.0,2021-08-20T00:00:00,AAN
34,28.33,28.530001,26.74,26.91,26.374729,255100.0,2021-08-23T00:00:00,AAN
35,26.969999,28.110001,26.66,27.98,27.423447,252900.0,2021-08-24T00:00:00,AAN
36,28.040001,28.530001,27.459999,27.540001,26.992197,158900.0,2021-08-25T00:00:00,AAN
37,27.48,27.889999,26.870001,26.959999,26.423733,218900.0,2021-08-26T00:00:00,AAN
38,26.950001,27.809999,26.879999,27.59,27.041204,341900.0,2021-08-27T00:00:00,AAN
39,27.540001,28.16,27.5,27.889999,27.335236,251400.0,2021-08-30T00:00:00,AAN
40,27.82,28.01,26.370001,26.52,25.992487,309300.0,2021-08-31T00:00:00,AAN
41,26.709999,27.48,26.6,26.9,26.364927,270100.0,2021-09-01T00:00:00,AAN
42,27.24,27.24,26.309999,26.549999,26.021887,182000.0,2021-09-02T00:00:00,AAN
43,26.76,26.870001,26.309999,26.85,26.315922,184300.0,2021-09-03T00:00:00,AAN
44,26.6,26.969999,26.35,26.42,25.894478,187500.0,2021-09-07T00:00:00,AAN
45,26.34,26.620001,26.049999,26.34,25.816067,186900.0,2021-09-08T00:00:00,AAN
46,26.139999,27.09,26.139999,26.690001,26.159107,165400.0,2021-09-09T00:00:00,AAN
47,27.07,27.16,26.139999,26.23,25.708256,180500.0,2021-09-10T00:00:00,AAN
48,26.309999,26.68,25.934999,26.57,26.041491,196600.0,2021-09-13T00:00:00,AAN
49,26.66,26.969999,25.690001,25.860001,25.345615,219200.0,2021-09-14T00:00:00,AAN
50,25.700001,26.290001,25.559999,26.16,25.73918,227200.0,2021-09-15T00:00:00,AAN
51,26.24,26.610001,26.0,26.4,25.975319,188600.0,2021-09-16T00:00:00,AAN
52,26.49,27.209999,26.18,26.93,26.496792,990200.0,2021-09-17T00:00:00,AAN
53,26.33,26.690001,25.93,26.639999,26.211458,244300.0,2021-09-20T00:00:00,AAN
54,26.77,26.945,26.201,26.68,26.250814,222100.0,2021-09-21T00:00:00,AAN
55,26.940001,27.674999,26.780001,27.5,27.057625,166000.0,2021-09-22T00:00:00,AAN
56,27.719999,28.715,27.65,27.799999,27.352798,175600.0,2021-09-23T00:00:00,AAN
57,27.440001,27.870001,27.33,27.52,27.077301,133200.0,2021-09-24T00:00:00,AAN
58,27.76,29.315001,27.525,28.85,28.385908,168600.0,2021-09-27T00:00:00,AAN
59,28.85,29.135,28.1,28.110001,27.657812,141500.0,2021-09-28T00:00:00,AAN
60,28.32,29.0,27.92,28.49,28.031698,158200.0,2021-09-29T00:00:00,AAN
61,28.530001,28.530001,27.43,27.540001,27.096981,141100.0,2021-09-30T00:00:00,AAN
62,27.6,28.559999,27.58,28.1,27.64797,160500.0,2021-10-01T00:00:00,AAN
63,27.99,28.309999,27.469999,27.6,27.156017,146800.0,2021-10-04T00:00:00,AAN
