,Open,High,Low,Close,Adj Close,Volume,Date,company
0,44.25,44.32,42.639999,43.400002,42.842037,527000.0,2021-07-06T00:00:00,ABM
1,43.189999,43.57,42.549999,42.900002,42.348465,603200.0,2021-07-07T00:00:00,ABM
2,42.34,42.84,41.959999,42.57,42.022705,562400.0,2021-07-08T00:00:00,ABM
3,42.959999,43.689999,42.880001,43.099998,42.545887,350200.0,2021-07-09T00:00:00,ABM
4,42.66,44.299999,42.619999,44.240002,43.671238,482400.0,2021-07-12T00:00:00,ABM
5,44.0,44.360001,43.799999,44.099998,43.533035,549700.0,2021-07-13T00:00:00,ABM
6,44.459999,45.32,44.150002,45.060001,44.480694,754900.0,2021-07-14T00:00:00,ABM
7,44.900002,46.75,44.900002,46.57,45.971279,960800.0,2021-07-15T00:00:00,ABM
8,46.91,47.07,46.240002,46.419998,45.823204,970800.0,2021-07-16T00:00:00,ABM
9,45.57,45.619999,44.169998,44.610001,44.03648,951900.0,2021-07-19T00:00:00,ABM
10,44.720001,46.66,44.720001,46.080002,45.487579,456800.0,2021-07-20T00:00:00,ABM
11,46.299999,46.799999,45.450001,45.709999,45.122334,393200.0,2021-07-21T00:00:00,ABM
12,45.41,45.650002,45.080002,45.380001,44.796577,422900.0,2021-07-22T00:00:00,ABM
13,45.5,46.07,45.18,45.91,45.319763,368900.0,2021-07-23T00:00:00,ABM
14,46.349998,46.860001,45.639999,46.16,45.566551,421900.0,2021-07-26T00:00:00,ABM
15,45.68,46.139999,45.41,45.740002,45.151951,293600.0,2021-07-27T00:00:00,ABM
16,46.040001,47.02,45.619999,46.5,45.90218,306500.0,2021-07-28T00:00:00,ABM
17,47.09,47.59,46.82,47.02,46.415493,343900.0,2021-07-29T00:00:00,ABM
18,46.82,47.599998,46.27,46.490002,45.892311,1849100.0,2021-07-30T00:00:00,ABM
19,46.669998,47.549999,45.220001,45.310001,44.727482,592700.0,2021-08-02T00:00:00,ABM
20,45.549999,47.27,45.029999,47.189999,46.583305,662600.0,2021-08-03T00:00:00,ABM
21,46.700001,47.279999,46.52,46.68,46.079865,483300.0,2021-08-04T00:00:00,ABM
22,46.990002,47.0,46.439999,46.700001,46.099609,409300.0,2021-08-05T00:00:00,ABM
23,47.09,47.490002,46.82,47.0,46.395752,214300.0,2021-08-06T00:00:00,ABM
24,46.810001,46.91,46.310001,46.759998,46.158836,186300.0,2021-08-09T00:00:00,ABM
25,46.549999,47.220001,46.299999,47.130001,46.524082,183800.0,2021-08-10T00:00:00,ABM
26,47.290001,47.93,47.0,47.919998,47.303921,199600.0,2021-08-11T00:00:00,ABM
27,47.990002,47.990002,47.150002,47.360001,46.751122,241700.0,2021-08-12T00:00:00,ABM
28,47.259998,47.799999,46.900002,47.529999,46.918934,313200.0,2021-08-13T00:00:00,ABM
29,47.439999,47.439999,46.810001,47.189999,46.583305,191800.0,2021-08-16T00:00:00,ABM
30,46.740002,47.610001,46.450001,47.439999,46.830093,985200.0,2021-08-17T00:00:00,ABM
31,47.450001,48.009998,46.830002,46.849998,46.247677,273600.0,2021-08-18T00:00:00,ABM
32,46.490002,47.700001,46.490002,47.599998,46.988037,391200.0,2021-08-19T00:00:00,ABM
33,47.650002,48.709999,47.419998,48.360001,47.73827,484600.0,2021-08-20T00:00:00,ABM
34,48.529999,48.77,48.189999,48.509998,47.886337,372000.0,2021-08-23T00:00:00,ABM
35,48.919998,49.02,48.18,48.380001,47.758011,279600.0,2021-08-24T00:00:00,ABM
36,48.450001,48.900002,48.189999,48.669998,48.044277,230000.0,2021-08-25T00:00:00,ABM
37,48.970001,50.709999,48.970001,49.07,48.439137,426800.0,2021-08-26T00:00:00,ABM
38,49.200001,50.0,49.029999,49.740002,49.100525,506300.0,2021-08-27T00:00:00,ABM
39,49.860001,49.970001,49.110001,49.139999,48.50824,252800.0,2021-08-30T00:00:00,ABM
40,49.09,49.650002,48.939999,49.52,48.883354,731900.0,2021-08-31T00:00:00,ABM
41,49.720001,49.959999,48.240002,48.759998,48.133125,348500.0,2021-09-01T00:00:00,ABM
42,48.869999,49.110001,48.110001,48.869999,48.241711,347000.0,2021-09-02T00:00:00,ABM
43,48.700001,49.029999,48.419998,48.860001,48.231842,389300.0,2021-09-03T00:00:00,ABM
44,48.799999,48.830002,47.18,47.220001,46.612923,384700.0,2021-09-07T00:00:00,ABM
45,47.16,47.509998,46.799999,47.25,46.642536,509100.0,2021-09-08T00:00:00,ABM
46,45.52,47.990002,45.290001,45.900002,45.309895,867400.0,2021-09-09T00:00:00,ABM
47,46.169998,47.369999,45.84,46.200001,45.606037,504200.0,2021-09-10T00:00:00,ABM
48,46.43,46.869999,45.860001,46.259998,45.665264,465800.0,2021-09-13T00:00:00,ABM
49,46.380001,46.380001,45.419998,45.959999,45.369122,374600.0,2021-09-14T00:00:00,ABM
50,46.18,46.529999,45.48,46.490002,45.892311,354400.0,2021-09-15T00:00:00,ABM
51,46.639999,46.919998,45.66,45.91,45.319763,516600.0,2021-09-16T00:00:00,ABM
52,45.790001,45.91,44.709999,45.080002,44.500435,1195100.0,2021-09-17T00:00:00,ABM
53,44.32,45.060001,43.599998,44.540001,43.967377,521600.0,2021-09-20T00:00:00,ABM
54,44.599998,44.889999,43.849998,44.060001,43.493549,210800.0,2021-09-21T00:00:00,ABM
55,44.330002,44.82,44.32,44.439999,43.868664,200200.0,2021-09-22T00:00:00,ABM
56,44.599998,45.5,44.450001,44.91,44.332623,169400.0,2021-09-23T00:00:00,ABM
57,44.68,45.130001,44.509998,44.810001,44.23391,190000.0,2021-09-24T00:00:00,ABM
58,45.029999,46.049999,45.029999,45.41,44.826195,219000.0,2021-09-27T00:00:00,ABM
59,45.240002,45.490002,44.810001,44.93,44.352364,173800.0,2021-09-28T00:00:00,ABM
60,45.02,45.669998,44.75,45.580002,44.994011,185900.0,2021-09-29T00:00:00,ABM
61,45.740002,46.200001,44.560001,45.009998,44.431332,364200.0,2021-09-30T00:00:00,ABM
62,45.439999,47.09,44.919998,46.950001,46.346394,459600.0,2021-10-01T00:00:00,ABM
63,47.110001,47.549999,46.560001,46.810001,46.208195,286900.0,2021-10-04T00:00:00,ABM
64,46.75,47.560001,46.119999,47.41,46.80048,389300.0,2021-10-05T00:00:00,ABM
65,46.490002,47.02,45.200001,46.0,45.591316,223000.0,2021-10-06T00:00:00,ABM
66,46.25,46.830002,46.18,46.34,45.928299,255900.0,2021-10-07T00:00:00,ABM
67,46.32,46.549999,46.169998,46.310001,45.898567,116400.0,2021-10-08T00:00:00,ABM
68,46.25,46.75,45.560001,45.580002,45.175053,205500.0,2021-10-11T00:00:00,ABM
69,45.529999,45.889999,45.220001,45.310001,44.907452,156100.0,2021-10-12T00:00:00,ABM
70,45.360001,45.389999,44.470001,45.09,44.689404,236900.0,2021-10-13T00:00:00,ABM
71,45.459999,46.200001,45.080002,46.0,45.591316,221000.0,2021-10-14T00:00:00,ABM
72,46.759998,46.919998,44.990002,45.139999,44.73896,289100.0,2021-10-15T00:00:00,ABM
73,44.939999,45.27,44.5,44.84,44.441624,238600.0,2021-10-18T00:00:00,ABM
74,45.09,45.27,44.450001,45.119999,44.719135,295500.0,2021-10-19T00:00:00,ABM
75,45.130001,45.540001,44.709999,45.009998,44.610111,201600.0,2021-10-20T00:00:00,ABM
76,44.93,45.279999,44.560001,45.110001,44.709225,271500.0,2021-10-21T00:00:00,ABM
77,45.139999,45.25,44.48,44.52,44.12447,199800.0,2021-10-22T00:00:00,ABM
78,44.599998,45.919998,44.34,45.369999,44.966915,397400.0,2021-10-25T00:00:00,ABM
79,45.490002,45.490002,43.830002,43.880001,43.490154,256800.0,2021-10-26T00:00:00,ABM
80,43.810001,43.860001,42.939999,43.099998,42.717079,280000.0,2021-10-27T00:00:00,ABM
81,43.23,44.080002,43.23,43.810001,43.420776,240400.0,2021-10-28T00:00:00,ABM
82,43.84,44.369999,43.650002,44.009998,43.618996,468500.0,2021-10-29T00:00:00,ABM
83,44.150002,45.990002,44.150002,45.5,45.09576,318000.0,2021-11-01T00:00:00,ABM
84,45.380001,45.849998,45.139999,45.279999,44.877716,205100.0,2021-11-02T00:00:00,ABM
85,44.98,45.990002,44.959999,45.66,45.254337,343000.0,2021-11-03T00:00:00,ABM
86,45.860001,46.5,45.689999,46.310001,45.898567,261600.0,2021-11-04T00:00:00,ABM
87,46.84,48.610001,46.639999,48.0,47.573547,466300.0,2021-11-05T00:00:00,ABM
88,48.41,48.720001,47.720001,47.779999,47.355503,358600.0,2021-11-08T00:00:00,ABM
89,47.779999,48.169998,47.549999,47.66,47.236572,195900.0,2021-11-09T00:00:00,ABM
90,47.619999,48.27,47.52,48.110001,47.682575,168300.0,2021-11-10T00:00:00,ABM
91,48.220001,48.779999,48.0,48.57,48.138485,279900.0,2021-11-11T00:00:00,ABM
92,48.759998,48.759998,48.310001,48.549999,48.11866,181200.0,2021-11-12T00:00:00,ABM
93,48.779999,49.040001,48.470001,48.869999,48.435822,286900.0,2021-11-15T00:00:00,ABM
94,48.790001,49.139999,48.439999,48.799999,48.36644,377400.0,2021-11-16T00:00:00,ABM
95,48.549999,48.549999,47.630001,47.700001,47.276218,348200.0,2021-11-17T00:00:00,ABM
96,47.799999,47.799999,46.860001,46.91,46.493237,251900.0,2021-11-18T00:00:00,ABM
97,46.490002,47.880001,46.450001,47.380001,46.959061,393300.0,2021-11-19T00:00:00,ABM
98,47.66,48.869999,47.650002,48.580002,48.148399,320300.0,2021-11-22T00:00:00,ABM
99,48.509998,49.099998,48.5,48.830002,48.396175,243700.0,2021-11-23T00:00:00,ABM
100,48.630001,49.150002,48.23,48.290001,47.860973,164800.0,2021-11-24T00:00:00,ABM
101,46.93,47.52,45.950001,46.529999,46.116608,218900.0,2021-11-26T00:00:00,ABM
102,47.130001,47.130001,46.259998,46.380001,45.967945,226700.0,2021-11-29T00:00:00,ABM
103,46.0,46.240002,44.66,45.0,44.600204,391900.0,2021-11-30T00:00:00,ABM
104,46.150002,46.490002,43.830002,43.830002,43.440601,337900.0,2021-12-01T00:00:00,ABM
105,44.290001,45.82,44.290001,45.310001,44.907452,569100.0,2021-12-02T00:00:00,ABM
106,45.529999,45.610001,43.990002,44.73,44.3326,461700.0,2021-12-03T00:00:00,ABM
107,45.459999,46.849998,45.27,46.349998,45.93821,400400.0,2021-12-06T00:00:00,ABM
108,46.669998,46.790001,45.580002,45.720001,45.313808,383200.0,2021-12-07T00:00:00,ABM
109,45.740002,46.169998,45.650002,45.93,45.521942,392200.0,2021-12-08T00:00:00,ABM
110,45.650002,46.009998,44.970001,45.380001,44.976826,382700.0,2021-12-09T00:00:00,ABM
111,45.560001,45.900002,45.220001,45.580002,45.175053,279400.0,2021-12-10T00:00:00,ABM
112,45.73,46.060001,45.310001,45.759998,45.353447,337200.0,2021-12-13T00:00:00,ABM
113,45.52,46.700001,45.349998,45.939999,45.531849,555900.0,2021-12-14T00:00:00,ABM
114,45.970001,46.860001,39.290001,40.880001,40.516808,1539200.0,2021-12-15T00:00:00,ABM
115,40.419998,42.060001,39.880001,41.25,40.883518,913000.0,2021-12-16T00:00:00,ABM
116,40.950001,41.150002,40.049999,40.259998,39.902313,1185100.0,2021-12-17T00:00:00,ABM
117,39.799999,40.119999,38.439999,38.939999,38.594044,647400.0,2021-12-20T00:00:00,ABM
118,39.200001,40.459999,39.200001,40.41,40.050983,408300.0,2021-12-21T00:00:00,ABM
119,40.330002,40.919998,39.82,40.889999,40.526718,438600.0,2021-12-22T00:00:00,ABM
120,41.0,42.16,41.0,41.529999,41.16103,417000.0,2021-12-23T00:00:00,ABM
121,41.41,41.720001,41.119999,41.380001,41.012363,287500.0,2021-12-27T00:00:00,ABM
122,41.169998,41.790001,41.049999,41.080002,40.715031,357800.0,2021-12-28T00:00:00,ABM
123,40.900002,41.310001,40.52,40.59,40.229382,226100.0,2021-12-29T00:00:00,ABM
124,40.619999,41.16,40.490002,40.540001,40.179829,245800.0,2021-12-30T00:00:00,ABM
125,40.59,41.259998,40.459999,40.849998,40.487072,275700.0,2021-12-31T00:00:00,ABM
126,40.889999,41.48,40.419998,40.880001,40.516808,585500.0,2022-01-03T00:00:00,ABM
127,41.119999,42.290001,41.119999,41.849998,41.478188,454200.0,2022-01-04T00:00:00,ABM
128,41.849998,43.119999,41.470001,42.759998,42.578495,547400.0,2022-01-05T00:00:00,ABM
129,42.860001,43.75,42.369999,42.470001,42.28973,477900.0,2022-01-06T00:00:00,ABM
130,42.400002,43.560001,42.400002,42.880001,42.69799,575500.0,2022-01-07T00:00:00,ABM
